# QUICKBOOKS PREMIUM FINANCIAL EXPORT
# Export Date: 2026-05-20
# Scope: 5-Year Historical Startup PnL Ledger

Transaction_ID,Date,Category,Sub_Category,Amount,Entity,Status,Payment_Method,Notes,System_Flag
TXN-100899,2023-06-19, Payroll,Bonuses & Incentives,-7289.33,Internal Payroll Processing,Processing,,Q1 infrastructure compute charge,VALID
TXN-100900,20/06/2023, Opex,Marketing Campaigns,-691.71,OpenAI API,Reversed,Wire Transfer,Monthly recurring revenue billing,VALID
TXN-100901,21/06/2023,Revenue,Ad-hoc Consulting,$580.25,Hooli Inc.,PENDING,PayPal,New employee onboarding equipment,VALID
TXN-100902,2023-06-22,Opex,Office Supplies,-3759.05,Zoom Video,Settled,PayPal,Bi-weekly company payroll run,VALID
TXN-100903,2023-06-23, Revenue,Professional Services,12534.75,Umbrella Corp Inc.,Failed,Credit Card,Q1 infrastructure compute charge,VALID
TXN-100904,2023-06-24,Legal,Contract Drafting,"$-1,678.35",IP Protection Bureau,settled,ACH Transfer,New employee onboarding equipment,VALID
TXN-100905,2023-06-25,Legal ,IP Filing Fees,"$-3,363.28",Kramer Legal Group,Settled,Credit Card,Contract negotiation retainer fee,VALID
TXN-100906,26/06/2023,Payroll,Health Insurance Premiums,"$-12,533.10",Internal Payroll Processing,settled,PayPal,Bi-weekly company payroll run,VALID
txn_100907,27/06/2023,Payroll,Bonuses & Incentives,-7993.97,Internal Payroll Processing,PENDING,ACH Transfer,,VALID
TXN-100908,2023-06-28,Legal,Regulatory Compliance,"$-2,644.40",IP Protection Bureau,Cleared,Check,Monthly recurring revenue billing,VALID
TXN-100909,2023-06-29,Revenue,Enterprise License,"$8,313.97",Umbrella Corp Inc.,Failed,,New employee onboarding equipment,VALID
TXN-100910,2023-06-30,Revenue,Ad-hoc Consulting,5476.19,Wayne Enterprises Inc.,Settled,Credit Card,Monthly recurring revenue billing,VALID
TXN-100911,07/01/2023,Legal ,IP Filing Fees,-3329.53,Kramer Legal Group,Settled,Check,New employee onboarding equipment,VALID
TXN-100912,2023-07-02,Payroll,Health Insurance Premiums,"$-14,501.77",Internal Payroll Processing,Processing,,Bi-weekly company payroll run,VALID
TXN-100913,2023-07-03,Revenue,SaaS Subscriptions,"$1,536.20",Acme Corp Inc.,Reversed,,Contract negotiation retainer fee,VALID
TXN-100914,2023-07-04,Payroll,Contractor Fees,"$-13,377.54",Internal Payroll Processing,Processing,,Bi-weekly company payroll run,VALID
TXN-100915,2023-07-05,Payroll,Contractor Fees,-7420.34,Internal Payroll Processing,Reversed,Wire Transfer,Bi-weekly company payroll run,VALID
TXN-100916,NULL,Revenue,SaaS Subscriptions,"$22,077.79",Wayne Enterprises Inc.,Failed,,Bi-weekly company payroll run,VALID
TXN-100917,2023-07-07,Revenue,Enterprise License,"$14,517.32",Vehement Capital Inc.,Settled,Check,Q1 infrastructure compute charge,VALID
TXN-100918,NULL,Payroll,Health Insurance Premiums,"$-11,826.29",Internal Payroll Processing,Processing,ACH Transfer,Quarterly marketing spend optimization,VALID
TXN-100919,2023-07-09, Legal,Retainer Fees,"$-4,098.94",Kramer Legal Group,Settled,PayPal,,VALID
TXN-100920,10/07/2023,Revenue,Enterprise License,272.68,Acme Corp Inc.,settled,Check,Quarterly marketing spend optimization,VALID
TXN-100921,11/07/2023,Revenue,SaaS Subscriptions,6077.05,Umbrella Corp Inc.,Cleared,Check,Patent filing expense itemized,VALID
TXN-100922,07/12/2023,Opex,Marketing Campaigns,$-549.34,Deel Payroll,Reversed,Check,Contract negotiation retainer fee,VALID
TXN-100923,07/13/2023,Payroll,Health Insurance Premiums,-12401.54,Internal Payroll Processing,Reversed,,Patent filing expense itemized,VALID
TXN-100924,2023-07-14,Payroll ,Contractor Fees,"$-11,881.33",Internal Payroll Processing,Processing,ACH Transfer,Bi-weekly company payroll run,VALID
TXN-100925,NULL,Revenue,Enterprise License,"$10,004.05",Vehement Capital Inc.,Cleared,Credit Card,Annual team offsite travel reimbursement,VALID
TXN-100926,07/16/2023,Opex,Travel & Entertainment,"$-2,812.14",OpenAI API,Reversed,,Monthly recurring revenue billing,VALID
TXN-100927,17/07/2023, Payroll,Health Insurance Premiums,-14044.5,Internal Payroll Processing,Reversed,Credit Card,Monthly recurring revenue billing,VALID
TXN-100928,2023-07-18, Revenue,Ad-hoc Consulting,2021.7,Vehement Capital Inc.,Settled,,Quarterly marketing spend optimization,VALID
   ,2023-07-19, Payroll,Contractor Fees,"$-7,784.52",Internal Payroll Processing,Processing,Wire Transfer,Contract negotiation retainer fee,VALID
TXN-100930,20/07/2023, Opex,Office Supplies,-212.72,Zoom Video,Reversed,,Contract negotiation retainer fee,VALID
TXN-100931,07/21/2023,Payroll,Contractor Fees,"$-13,503.10",Internal Payroll Processing,Settled,Credit Card,Q1 infrastructure compute charge,VALID
TXN-100932,2023-07-22,Legal,IP Filing Fees,"$-2,257.77",IP Protection Bureau,Failed,Credit Card,Contract negotiation retainer fee,VALID
TXN-100933,NULL,Payroll,Contractor Fees,"$-10,563.75",Internal Payroll Processing,PENDING,Credit Card,Q1 infrastructure compute charge,VALID
TXN-100934,2023-07-24, Legal,Regulatory Compliance,"$-6,347.12",Kramer Legal Group,Processing,Check,Bi-weekly company payroll run,VALID
TXN-100935,07/25/2023,Opex,Travel & Entertainment,-121.38,Deel Payroll,Settled,ACH Transfer,Contract negotiation retainer fee,VALID
TXN-100936,2023-07-26,Opex,Travel & Entertainment,$-588.14,Google Suite,settled,PayPal,Patent filing expense itemized,VALID
TXN-100937,2023-07-27, Legal,IP Filing Fees,$-739.07,IP Protection Bureau,Cleared,PayPal,Q1 infrastructure compute charge,VALID
TXN-100938,2023-07-28,Legal,Retainer Fees,-7684.63,Preston & Gates LLP,Reversed,PayPal,,VALID
TXN-100939,2023-07-29,Revenue,SaaS Subscriptions,"$2,019.15",Vehement Capital Inc.,PENDING,Credit Card,Annual team offsite travel reimbursement,VALID
TXN-100940,2023-07-30,Revenue,Professional Services,"$5,016.05",Initech Inc.,settled,ACH Transfer,Patent filing expense itemized,VALID
TXN-100941,2023-07-31, Legal,Regulatory Compliance,-2200.75,IP Protection Bureau,Failed,Wire Transfer,Quarterly marketing spend optimization,VALID
TXN-100942,01/08/2023, Opex,Marketing Campaigns,-3277.04,OpenAI API,Settled,Wire Transfer,Contract negotiation retainer fee,VALID
TXN-100943,02/08/2023,Revenue,Enterprise License,4883.78,Umbrella Corp Inc.,PENDING,Wire Transfer,Bi-weekly company payroll run,VALID
TXN-100944,2023-08-03,Opex,Travel & Entertainment,-417.82,Zoom Video,Settled,Check,Bi-weekly company payroll run,VALID
TXN-100945,2023-08-04,Revenue,Enterprise License,223.52,Vehement Capital Inc.,PENDING,,Q1 infrastructure compute charge,VALID
TXN-100946,2023-08-05,Revenue,Ad-hoc Consulting,"$10,304.91",Hooli Inc.,settled,ACH Transfer,Contract negotiation retainer fee,VALID
TXN-100947,2023-08-06,Opex,Cloud Infrastructure,-52.25,Deel Payroll,Settled,Check,Contract negotiation retainer fee,VALID
TXN-100948,07/08/2023,Payroll,Contractor Fees,"$-12,246.85",Internal Payroll Processing,Cleared,Credit Card,Monthly recurring revenue billing,VALID
TXN-100949,08/08/2023,Opex,Marketing Campaigns,-4216.99,Google Suite,Reversed,,Q1 infrastructure compute charge,VALID
TXN-100950,2023-08-09, Revenue,Ad-hoc Consulting,"$8,116.86",Initech Inc.,PENDING,PayPal,Quarterly marketing spend optimization,VALID
TXN-100951,10/08/2023,Payroll,Bonuses & Incentives,-15196.44,Internal Payroll Processing,Processing,,Annual team offsite travel reimbursement,VALID
TXN-100952,NULL,Payroll,Bonuses & Incentives,-10448.13,Internal Payroll Processing,Processing,Wire Transfer,Quarterly marketing spend optimization,VALID
TXN-100953,08/12/2023,Legal,IP Filing Fees,"$-7,400.83",Kramer Legal Group,settled,Check,Annual team offsite travel reimbursement,VALID
TXN-100954,13/08/2023,Opex,Cloud Infrastructure,-1000.53,Deel Payroll,Processing,Check,Contract negotiation retainer fee,VALID
TXN-100955,2023-08-14,Legal ,Retainer Fees,"$-4,536.12",IP Protection Bureau,Processing,Check,Patent filing expense itemized,VALID
TXN-100956,15/08/2023,Opex,Travel & Entertainment,-6230.6,Zoom Video,settled,Check,Monthly recurring revenue billing,VALID
TXN-100957,08/16/2023,Payroll,Health Insurance Premiums,-12941.59,Internal Payroll Processing,Cleared,PayPal,Bi-weekly company payroll run,VALID
TXN-100958,2023-08-17,Opex,Office Supplies,"$-2,213.30",AWS Cloud Services,settled,PayPal,Monthly recurring revenue billing,VALID
TXN-100959,2023-08-18, Legal,Retainer Fees,$-336.36,IP Protection Bureau,Settled,Wire Transfer,Bi-weekly company payroll run,VALID
TXN-100960,08/19/2023, Legal,Retainer Fees,$-311.50,Preston & Gates LLP,Settled,ACH Transfer,Quarterly marketing spend optimization,VALID
TXN-100961,2023-08-20,Opex,Cloud Infrastructure,-2026.73,Slack Technologies,Failed,Wire Transfer,Monthly recurring revenue billing,VALID
TXN-100962,2023-08-21,Revenue,Enterprise License,"$1,464.15",Initech Inc.,Failed,,Annual team offsite travel reimbursement,VALID
TXN-100963,2023-08-22, Opex,Software Licenses,$-195.60,Zoom Video,Cleared,PayPal,Annual team offsite travel reimbursement,ERR_$$__CRITICAL!
TXN-100964,2023-08-23,Legal,Contract Drafting,$-471.33,Preston & Gates LLP,Settled,PayPal,Q1 infrastructure compute charge,VALID
TXN-100965,2023-08-24, Legal,Contract Drafting,-721.51,IP Protection Bureau,Settled,Check,Bi-weekly company payroll run,VALID
TXN-100966,08/25/2023,Payroll ,Health Insurance Premiums,-8987.58,Internal Payroll Processing,PENDING,Credit Card,Patent filing expense itemized,VALID
TXN-100967,2023-08-26,Legal,Retainer Fees,-838.99,IP Protection Bureau,Settled,Check,Q1 infrastructure compute charge,VALID
TXN-100968,08/27/2023,Legal,Contract Drafting,"$-1,746.41",Kramer Legal Group,Settled,Check,Q1 infrastructure compute charge,VALID
   ,2023-08-28,Legal,Contract Drafting,"$-2,285.21",Kramer Legal Group,Reversed,Wire Transfer,Patent filing expense itemized,VALID
TXN-100970,2023-08-29, Payroll,Contractor Fees,"$-16,651.50",Internal Payroll Processing,Reversed,PayPal,Contract negotiation retainer fee,VALID
TXN-100971,08/30/2023,Legal,Contract Drafting,-666.24,Preston & Gates LLP,Settled,Wire Transfer,Annual team offsite travel reimbursement,VALID
TXN-100972,NULL, Opex,Software Licenses,$-389.34,Ironclad Legal,Failed,ACH Transfer,Annual team offsite travel reimbursement,VALID
TXN-100973,2023-09-01, Legal,Contract Drafting,-1531.92,Kramer Legal Group,Failed,Wire Transfer,Bi-weekly company payroll run,VALID
TXN-100974,02/09/2023,Legal,Regulatory Compliance,-791.88,IP Protection Bureau,Reversed,Credit Card,Q1 infrastructure compute charge,VALID
TXN-100975,2023-09-03,Opex,Office Supplies,-3189.41,OpenAI API,settled,,Patent filing expense itemized,VALID
TXN-100976,NULL,Legal,Contract Drafting,"$-1,720.79",IP Protection Bureau,Processing,ACH Transfer,New employee onboarding equipment,VALID
TXN-100977,09/05/2023,Revenue,Professional Services,4851.97,Stark Industries Inc.,Processing,Check,Quarterly marketing spend optimization,VALID
TXN-100978,2023-09-06,Payroll,Health Insurance Premiums,-14024.46,Internal Payroll Processing,PENDING,Wire Transfer,New employee onboarding equipment,VALID
TXN-100979,09/07/2023,Legal,Retainer Fees,-5808.65,Kramer Legal Group,Settled,Wire Transfer,New employee onboarding equipment,VALID
TXN-100980,NULL,Payroll,Bonuses & Incentives,-16863.33,Internal Payroll Processing,PENDING,ACH Transfer,,VALID
TXN-100981,2023-09-09, Payroll,Contractor Fees,"$-7,290.12",Internal Payroll Processing,Reversed,ACH Transfer,Patent filing expense itemized,VALID
   ,NULL,Revenue,Enterprise License,"$1,071.13",Stark Industries Inc.,settled,,Monthly recurring revenue billing,VALID
TXN-100983,2023-09-11,Legal,Retainer Fees,-1946.84,Preston & Gates LLP,Reversed,,Monthly recurring revenue billing,VALID
TXN-100984,12/09/2023, Opex,Marketing Campaigns,$-393.63,Ironclad Legal,settled,PayPal,Q1 infrastructure compute charge,VALID
TXN-100985,09/13/2023,Opex,Travel & Entertainment,-329.5,Google Suite,Reversed,ACH Transfer,,VALID
TXN-100986,2023-09-14,Legal,Retainer Fees,-955.86,IP Protection Bureau,Settled,Credit Card,Patent filing expense itemized,VALID
txn_100987,2023-09-15,Payroll,Contractor Fees,-15567.05,Internal Payroll Processing,Failed,PayPal,Patent filing expense itemized,VALID
TXN-100988,2023-09-16,Payroll,Bonuses & Incentives,"$-16,261.51",Internal Payroll Processing,Cleared,,,VALID
TXN-100989,2023-09-17,Payroll,Full-Time Salaries,"$-10,287.76",Internal Payroll Processing,Failed,,Bi-weekly company payroll run,VALID
TXN-100990,2023-09-18,Opex,Marketing Campaigns,"$-1,806.19",OpenAI API,Failed,Credit Card,Bi-weekly company payroll run,VALID
TXN-100991,2023-09-19,Payroll,Health Insurance Premiums,-13030.86,Internal Payroll Processing,settled,,Annual team offsite travel reimbursement,VALID
TXN-100992,2023-09-20,Opex,Cloud Infrastructure,-401.26,OpenAI API,Cleared,Wire Transfer,Patent filing expense itemized,VALID
TXN-100993,2023-09-21,Payroll,Full-Time Salaries,"$-10,870.34",Internal Payroll Processing,Processing,Credit Card,New employee onboarding equipment,VALID
TXN-100994,22/09/2023,Payroll,Health Insurance Premiums,"$-12,608.77",Internal Payroll Processing,settled,ACH Transfer,Contract negotiation retainer fee,VALID
TXN-100995,2023-09-23,Legal,Regulatory Compliance,$-397.13,Preston & Gates LLP,settled,ACH Transfer,New employee onboarding equipment,VALID
TXN-100996,2023-09-24,Legal,Retainer Fees,-8497.31,IP Protection Bureau,Failed,ACH Transfer,Quarterly marketing spend optimization,ERR_$$__CRITICAL!
TXN-100997,2023-09-25, Opex,Travel & Entertainment,$-163.92,Zoom Video,Failed,PayPal,New employee onboarding equipment,VALID
TXN-100998,2023-09-26,Opex ,Travel & Entertainment,-3168.99,Slack Technologies,settled,Wire Transfer,New employee onboarding equipment,VALID
TXN-100999,2023-09-27, Opex,Software Licenses,-483.05,AWS Cloud Services,Processing,ACH Transfer,Bi-weekly company payroll run,VALID
TXN-101000,2023-09-28,Opex,Travel & Entertainment,$-228.06,Ironclad Legal,Processing,,Bi-weekly company payroll run,VALID
TXN-101001,2023-09-29,Legal ,Contract Drafting,-10893.02,Preston & Gates LLP,Failed,,Contract negotiation retainer fee,VALID
TXN-101002,09/30/2023,Legal,Retainer Fees,-2406.35,Preston & Gates LLP,settled,Credit Card,New employee onboarding equipment,VALID
TXN-101003,01/10/2023,Payroll,Full-Time Salaries,-13003.37,Internal Payroll Processing,Settled,Credit Card,Bi-weekly company payroll run,VALID
TXN-101004,2023-10-02,Revenue,Enterprise License,5424.56,Initech Inc.,Cleared,Credit Card,Quarterly marketing spend optimization,VALID
TXN-101005,10/03/2023,Revenue,Ad-hoc Consulting,"$4,102.07",Vehement Capital Inc.,Cleared,PayPal,Contract negotiation retainer fee,VALID
TXN-101006,2023-10-04,Legal,IP Filing Fees,-1514.82,Kramer Legal Group,Reversed,Check,Q1 infrastructure compute charge,VALID
TXN-101007,2023-10-05,Legal,Regulatory Compliance,$-813.79,Kramer Legal Group,settled,,Quarterly marketing spend optimization,VALID
TXN-101008,2023-10-06,Revenue,Enterprise License,2431.56,Vehement Capital Inc.,Processing,Wire Transfer,Monthly recurring revenue billing,VALID
TXN-101009,10/07/2023,Legal,Retainer Fees,"$-4,376.92",Kramer Legal Group,Reversed,Wire Transfer,Monthly recurring revenue billing,VALID
TXN-101010,2023-10-08, Payroll,Bonuses & Incentives,-9147.95,Internal Payroll Processing,PENDING,ACH Transfer,Contract negotiation retainer fee,VALID
TXN-101011,2023-10-09,Legal,Contract Drafting,$-779.84,Kramer Legal Group,Failed,Check,Patent filing expense itemized,VALID
TXN-101012,2023-10-10,Opex ,Travel & Entertainment,$-393.04,Ironclad Legal,Processing,PayPal,Q1 infrastructure compute charge,ERR_$$__CRITICAL!
TXN-101013,2023-10-11,Revenue,Enterprise License,5848.35,Acme Corp Inc.,settled,Check,Q1 infrastructure compute charge,VALID
TXN-101014,2023-10-12,Opex,Travel & Entertainment,-138.78,Deel Payroll,Cleared,Check,Annual team offsite travel reimbursement,VALID
TXN-101015,2023-10-13,Opex ,Office Supplies,"$-2,877.80",AWS Cloud Services,settled,Check,Monthly recurring revenue billing,VALID
TXN-101016,2023-10-14,Payroll,Health Insurance Premiums,"$-11,975.17",Internal Payroll Processing,Cleared,ACH Transfer,Contract negotiation retainer fee,VALID
TXN-101017,2023-10-15,Legal,Retainer Fees,-55.66,Preston & Gates LLP,Failed,Check,Contract negotiation retainer fee,VALID
TXN-101018,2023-10-16,Legal,Contract Drafting,$-757.31,IP Protection Bureau,PENDING,Check,Q1 infrastructure compute charge,VALID
TXN-101019,2023-10-17,Payroll,Full-Time Salaries,"$-15,616.88",Internal Payroll Processing,Settled,Credit Card,Annual team offsite travel reimbursement,VALID
TXN-101020,NULL,Opex,Travel & Entertainment,$-661.13,Zoom Video,Processing,PayPal,Bi-weekly company payroll run,VALID
TXN-101021,2023-10-19,Revenue,SaaS Subscriptions,5766.27,Vehement Capital Inc.,Reversed,Check,Quarterly marketing spend optimization,VALID
txn_101022,10/20/2023,Opex,Software Licenses,-1271.14,Ironclad Legal,Reversed,PayPal,Contract negotiation retainer fee,VALID
TXN-101023,21/10/2023,Opex,Software Licenses,$-485.97,Google Suite,Reversed,Wire Transfer,Monthly recurring revenue billing,VALID
TXN-101024,NULL,Opex,Cloud Infrastructure,"$-3,183.37",Zoom Video,Reversed,PayPal,Q1 infrastructure compute charge,VALID
TXN-101025,2023-10-23,Revenue,Enterprise License,8083.25,Stark Industries Inc.,Reversed,PayPal,Quarterly marketing spend optimization,VALID
TXN-101026,2023-10-24,Opex,Software Licenses,-1631.4,Slack Technologies,Settled,Credit Card,Q1 infrastructure compute charge,VALID
TXN-101027,2023-10-25,Legal,Contract Drafting,"$-2,548.18",Kramer Legal Group,settled,PayPal,Q1 infrastructure compute charge,VALID
TXN-101028,2023-10-26,Opex,Marketing Campaigns,"$-2,871.51",Deel Payroll,settled,Check,Annual team offsite travel reimbursement,VALID
TXN-101029,10/27/2023,Legal,Regulatory Compliance,-2712.48,IP Protection Bureau,Processing,,Annual team offsite travel reimbursement,VALID
TXN-101030,2023-10-28,Legal,IP Filing Fees,-3696.0,Kramer Legal Group,Cleared,Wire Transfer,Q1 infrastructure compute charge,VALID
TXN-101031,2023-10-29,Revenue,Professional Services,"$9,170.43",Acme Corp Inc.,Processing,,Q1 infrastructure compute charge,VALID
TXN-101032,2023-10-30,Opex,Office Supplies,"$-1,813.37",Slack Technologies,Cleared,PayPal,New employee onboarding equipment,VALID
TXN-101033,2023-10-31,Opex,Office Supplies,-1729.81,Slack Technologies,PENDING,Wire Transfer,Annual team offsite travel reimbursement,VALID
TXN-101034,2023-11-01,Opex,Marketing Campaigns,"$-1,465.90",Zoom Video,Failed,Wire Transfer,Monthly recurring revenue billing,VALID
TXN-101035,2023-11-02,Legal,Retainer Fees,$-944.64,IP Protection Bureau,Processing,Check,Contract negotiation retainer fee,VALID
TXN-101036,11/03/2023,Legal,Contract Drafting,"$-2,923.57",Preston & Gates LLP,Cleared,Wire Transfer,Bi-weekly company payroll run,VALID
TXN-101037,04/11/2023,Revenue,Professional Services,10737.73,Vehement Capital Inc.,PENDING,Credit Card,Bi-weekly company payroll run,VALID
TXN-101038,2023-11-05,Revenue,Ad-hoc Consulting,10372.52,Vehement Capital Inc.,settled,ACH Transfer,,VALID
TXN-101039,11/06/2023,Opex,Marketing Campaigns,-64.53,Ironclad Legal,Settled,PayPal,New employee onboarding equipment,VALID
TXN-101040,07/11/2023,Payroll,Full-Time Salaries,-11498.65,Internal Payroll Processing,Settled,Credit Card,Patent filing expense itemized,VALID
TXN-101041,08/11/2023, Legal,Retainer Fees,"$-2,093.75",IP Protection Bureau,Settled,Check,Annual team offsite travel reimbursement,VALID
TXN-101042,2023-11-09,Opex,Cloud Infrastructure,-632.22,Deel Payroll,settled,,Annual team offsite travel reimbursement,VALID
TXN-101043,2023-11-10,Legal,IP Filing Fees,-907.29,Kramer Legal Group,PENDING,Wire Transfer,Patent filing expense itemized,VALID
TXN-101044,2023-11-11,Opex,Office Supplies,"$-2,575.35",Google Suite,Reversed,Check,Contract negotiation retainer fee,VALID
TXN-101045,2023-11-12,Opex,Cloud Infrastructure,-2696.89,Ironclad Legal,Cleared,ACH Transfer,New employee onboarding equipment,VALID
TXN-101046,2023-11-13,Opex,Office Supplies,"$-1,082.29",Zoom Video,Failed,Credit Card,New employee onboarding equipment,VALID
TXN-101047,2023-11-14,Legal,Contract Drafting,-2965.96,Kramer Legal Group,settled,,Quarterly marketing spend optimization,VALID
TXN-101048,2023-11-15,Payroll,Bonuses & Incentives,"$-12,573.30",Internal Payroll Processing,Processing,Wire Transfer,Contract negotiation retainer fee,VALID
TXN-101049,16/11/2023, Legal,Retainer Fees,"$-1,893.98",Kramer Legal Group,Processing,Wire Transfer,New employee onboarding equipment,VALID
TXN-101050,17/11/2023,Opex,Marketing Campaigns,"$-1,518.75",OpenAI API,settled,Credit Card,Bi-weekly company payroll run,VALID
txn_101051,2023-11-18, Legal,Regulatory Compliance,"$-3,840.29",Kramer Legal Group,Settled,,Annual team offsite travel reimbursement,VALID
TXN-101052,2023-11-19,Legal,Contract Drafting,$-468.60,IP Protection Bureau,Processing,Wire Transfer,Contract negotiation retainer fee,VALID
TXN-101053,2023-11-20,Opex,Cloud Infrastructure,"$-1,184.75",Slack Technologies,Processing,Credit Card,Q1 infrastructure compute charge,VALID
TXN-101054,11/21/2023,Payroll ,Health Insurance Premiums,-11076.67,Internal Payroll Processing,settled,Wire Transfer,Contract negotiation retainer fee,VALID
   ,2023-11-22,Legal,Contract Drafting,"$-2,251.05",IP Protection Bureau,Failed,PayPal,Patent filing expense itemized,VALID
TXN-101056,2023-11-23, Revenue,Professional Services,"$7,257.04",Stark Industries Inc.,Reversed,Wire Transfer,Monthly recurring revenue billing,VALID
TXN-101057,2023-11-24,Legal,IP Filing Fees,-3096.48,Kramer Legal Group,PENDING,ACH Transfer,Q1 infrastructure compute charge,VALID
TXN-101058,2023-11-25,Revenue,Professional Services,2191.78,Wayne Enterprises Inc.,settled,Wire Transfer,Quarterly marketing spend optimization,VALID
TXN-101059,2023-11-26, Opex,Office Supplies,"$-1,522.05",Ironclad Legal,Settled,Check,Quarterly marketing spend optimization,VALID
TXN-101060,2023-11-27, Revenue,Ad-hoc Consulting,"$13,543.30",Wayne Enterprises Inc.,Reversed,Check,Contract negotiation retainer fee,VALID
TXN-101061,11/28/2023,Opex,Travel & Entertainment,-182.23,Google Suite,Settled,ACH Transfer,New employee onboarding equipment,VALID
TXN-101062,2023-11-29,Revenue,Professional Services,"$13,941.27",Wayne Enterprises Inc.,Processing,Wire Transfer,New employee onboarding equipment,VALID
TXN-101063,30/11/2023, Opex,Office Supplies,-1766.58,OpenAI API,Processing,ACH Transfer,Bi-weekly company payroll run,VALID
TXN-101064,01/12/2023,Legal,Contract Drafting,"$-1,896.86",Preston & Gates LLP,Cleared,Credit Card,Q1 infrastructure compute charge,VALID
TXN-101065,2023-12-02,Legal,Regulatory Compliance,-1500.61,IP Protection Bureau,Reversed,ACH Transfer,Patent filing expense itemized,VALID
TXN-101066,NULL,Revenue,SaaS Subscriptions,"$6,257.95",Acme Corp Inc.,settled,,Quarterly marketing spend optimization,VALID
TXN-101067,NULL,Revenue ,Ad-hoc Consulting,448.63,Stark Industries Inc.,Cleared,PayPal,Bi-weekly company payroll run,VALID
TXN-101068,2023-12-05,Opex,Marketing Campaigns,-1329.02,Ironclad Legal,settled,Credit Card,Quarterly marketing spend optimization,VALID
TXN-101069,06/12/2023,Opex,Travel & Entertainment,$-656.70,AWS Cloud Services,Processing,Credit Card,Monthly recurring revenue billing,VALID
TXN-101070,2023-12-07,Payroll ,Health Insurance Premiums,"$-10,786.00",Internal Payroll Processing,Processing,ACH Transfer,New employee onboarding equipment,VALID
TXN-101071,2023-12-08, Opex,Marketing Campaigns,"$-1,474.99",AWS Cloud Services,Processing,Check,Annual team offsite travel reimbursement,VALID
TXN-101072,2023-12-09,Legal,Contract Drafting,"$-1,033.88",Kramer Legal Group,Reversed,,Contract negotiation retainer fee,VALID
TXN-101073,2023-12-10,Legal,Retainer Fees,"$-2,636.51",Preston & Gates LLP,Cleared,,New employee onboarding equipment,VALID
TXN-101074,2023-12-11,Revenue,Ad-hoc Consulting,7199.53,Acme Corp Inc.,PENDING,PayPal,Annual team offsite travel reimbursement,VALID
TXN-101075,2023-12-12,Payroll,Contractor Fees,-11606.88,Internal Payroll Processing,PENDING,ACH Transfer,Quarterly marketing spend optimization,VALID
TXN-101076,2023-12-13, Opex,Cloud Infrastructure,-2227.17,Slack Technologies,Processing,Wire Transfer,Annual team offsite travel reimbursement,VALID
TXN-101077,2023-12-14,Legal,Retainer Fees,$-236.22,IP Protection Bureau,Failed,Credit Card,Contract negotiation retainer fee,VALID
TXN-101078,2023-12-15,Legal,Retainer Fees,-1037.74,Preston & Gates LLP,PENDING,ACH Transfer,Quarterly marketing spend optimization,VALID
TXN-101079,2023-12-16,Opex,Cloud Infrastructure,-499.54,Deel Payroll,Processing,PayPal,Annual team offsite travel reimbursement,ERR_$$__CRITICAL!
TXN-101080,NULL,Revenue,Professional Services,29357.64,Wayne Enterprises Inc.,PENDING,,Bi-weekly company payroll run,VALID
TXN-101081,18/12/2023,Opex,Travel & Entertainment,$-853.16,Zoom Video,Settled,,New employee onboarding equipment,VALID
TXN-101082,2023-12-19,Opex,Marketing Campaigns,$-920.54,OpenAI API,Processing,Check,Quarterly marketing spend optimization,VALID
TXN-101083,12/20/2023, Payroll,Full-Time Salaries,-17643.47,Internal Payroll Processing,Settled,Check,Q1 infrastructure compute charge,VALID
TXN-101084,NULL,Legal,Contract Drafting,"$-2,807.40",Preston & Gates LLP,Reversed,Credit Card,Quarterly marketing spend optimization,VALID
TXN-101085,2023-12-22,Payroll,Full-Time Salaries,"$-10,493.84",Internal Payroll Processing,Cleared,Check,New employee onboarding equipment,VALID
TXN-101086,2023-12-23, Payroll,Health Insurance Premiums,"$-8,936.30",Internal Payroll Processing,Cleared,,Annual team offsite travel reimbursement,VALID
TXN-101087,12/24/2023,Revenue,Ad-hoc Consulting,529.87,Stark Industries Inc.,Settled,,Patent filing expense itemized,VALID
TXN-101088,2023-12-25,Opex,Software Licenses,-1731.49,Zoom Video,settled,,Bi-weekly company payroll run,VALID
TXN-101089,2023-12-26, Legal,Retainer Fees,-3671.5,IP Protection Bureau,PENDING,PayPal,Patent filing expense itemized,VALID
TXN-101090,2023-12-27, Payroll,Health Insurance Premiums,-8159.09,Internal Payroll Processing,Cleared,PayPal,Annual team offsite travel reimbursement,VALID
TXN-101091,2023-12-28,Payroll,Full-Time Salaries,-14617.37,Internal Payroll Processing,Settled,PayPal,Quarterly marketing spend optimization,VALID
TXN-101092,12/29/2023, Revenue,SaaS Subscriptions,15165.77,Umbrella Corp Inc.,PENDING,,Quarterly marketing spend optimization,VALID
TXN-101093,30/12/2023,Legal,Retainer Fees,-1447.49,IP Protection Bureau,PENDING,ACH Transfer,,VALID
TXN-101094,2023-12-31,Opex,Cloud Infrastructure,"$-4,333.35",OpenAI API,Failed,,Patent filing expense itemized,VALID
TXN-101095,2024-01-01,Opex ,Office Supplies,-836.39,Deel Payroll,PENDING,Check,Contract negotiation retainer fee,VALID
TXN-101096,2024-01-02,Opex,Software Licenses,-1546.35,Google Suite,Settled,,Patent filing expense itemized,VALID
